image_number,subjects,fonds_title,creator,description,image_title,names,creation_date,image_url
EA-784-1078,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 1 of 23,,2 August 2012 (14:58:01),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1079,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 2 of 23,,2 August 2012 (14:58:33),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-108,Aerial views,,Chris Bruun,": Includes Oliver Plaza (Staples, Brewsters); Royal Alexandra Hospital, roof of the Prince of Wales Armouries and Commonwealth Stadium can be seen in the background.",Looking Northeast From 104 Avenue and 120 Street,,23 November 2010 (15:57:31),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4Njc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkzOTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1080,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 3 of 23,,2 August 2012 (14:59:06),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MTU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1081,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 4 of 23,,2 August 2012 (14:59:43),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1082,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 5 of 23,,2 August 2012 (15:00:16),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1083,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 6 of 23,,2 August 2012 (15:29:00),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1084,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 7 of 23,,2 August 2012 (17:02:29),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1085,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 8 of 23,,2 August 2012 (17:20:58),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNjk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1086,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 9 of 23,,2 August 2012 (17:54:57),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MjE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1087,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 10 of 23,,2 August 2012 (17:55:17),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MjI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1088,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 11 of 23,,2 August 2012 (17:56:23),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MjM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1089,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 12 of 23,,2 August 2012 (17:56:53),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MjQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1090,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 13 of 23,,2 August 2012 (18:09:08),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MjU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1091,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 14 of 23,,2 August 2012 (18:09:43),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MjY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1092,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 15 of 23,,2 August 2012 (18:10:33),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Mjc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1093,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 16 of 23,,2 August 2012 (18:22:37),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Mjg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1094,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 17 of 23,,2 August 2012 (18:35:18),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Mjk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1095,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 18 of 23,,2 August 2012 (18:35:42),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwNzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MzA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1096,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 19 of 23,,2 August 2012 (18:41:02),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MzE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1097,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 20 of 23,,2 August 2012 (18:51:04),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MzI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1098,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 21 of 23,,2 August 2012 (18:51:42),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MzM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1099,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 22 of 23,,2 August 2012 (19:12:45),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MzQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-11,Aerial photographs,,Chris Bruun,,Downtown Edmonton Aerial,,[ca. 1990],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI3NjU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkyODg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1100,Aerial views,,Chris Bruun,,An Afternoon & Evening of Summer Clouds & Storms - Image 23 of 23,,2 August 2012 (19:19:26),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MzU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1101,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 1 of 14,,4 August 2012 (20:23:21),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0MzY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1102,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 2 of 14,,4 August 2012 (20:24:08),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Mzc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1103,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 3 of 14,,4 August 2012 (20:26:19),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Mzg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1104,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 4 of 14,,4 August 2012 (21:12:23),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0Mzk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1105,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 5 of 14,,4 August 2012 (21:13:31),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwODk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1106,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 6 of 14,,4 August 2012 (21:18:18),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1107,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 7 of 14,,4 August 2012 (21:18:45),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1108,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 8 of 14,,4 August 2012 (21:20:09),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1109,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 9 of 14,,4 August 2012 (21:20:48),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1110,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 10 of 14,,4 August 2012 (21:23:26),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1111,Aerial views,,Chris Bruun,: Aerial view taken from 104 Avenue and 120 Street.,An Evening of Summer Clouds & Storms - Image 11 of 14,,4 August 2012 (21:23:26),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1112,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 12 of 14,,4 August 2012 (21:38:59),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1113,Aerial views,,Chris Bruun,: Aerial view taken from 104 Avenue and 120 Street.,An Evening of Summer Clouds & Storms - Image 13 of 14,,4 August 2012 (21:40:08),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1114,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 14 of 14,,4 August 2012 (21:40:57),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1114,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 14 of 14,,4 August 2012 (21:40:57),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1114,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 14 of 14,,4 August 2012 (21:40:57),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1114,Aerial views,,Chris Bruun,,An Evening of Summer Clouds & Storms - Image 14 of 14,,4 August 2012 (21:40:57),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQwOTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1115,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,5 August 2012 (11:34:58),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1116,Aerial views,,Chris Bruun,,Looking Southeast Towards Jasper Avenue,,5 August 2012 (17:31:58),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1117,Aerial views,,Chris Bruun,,Looking Southeast Towards Jasper Avenue,,5 August 2012 (17:32:25),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1118,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,23 August 2012 (19:52:02),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1119,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,23 August 2012 (20:29:06),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-112,Aerial views,,Chris Bruun,,Looking Northeast Towards Downtown Edmonton,,1 December 2010 (11:35:48),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4NzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkzOTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1120,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,23 August 2012 (20:30:13),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMDk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NjA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1121,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,23 August 2012 (20:30:33),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NjE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1122,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,23 August 2012 (20:31:11),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NjI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1123,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,23 August 2012 (20:36:06),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NjM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-784-1124,Aerial views,,Chris Bruun,,Looking East Towards Downtown,,23 August 2012 (20:36:24),https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxMTM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MzA0NjQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
