image_number,subjects,fonds_title,creator,description,image_title,names,creation_date,image_url
EA-792-227,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building - Carving,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5Nzc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-228,Buildings,,unknown,: 10230 Jasper Avenue. The Hudson’s Bay Company [HBC] opened t...rst store outside the fort on Jasper Avenue and 98th Street in 1890.......,Hudson's Bay Company Building - Doors,,2009,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk2OTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU5Nzg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-23,Historic buildings,,unknown,": 10050 - 117 Street. George S. Armstrong, City of Edmonton Al... ran a successful drug store on 97th Street and 103 A Avenue. George S. Armstron...",George S. Armstrong Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDkyMTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjUzNTI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-258,Buildings,,unknown,": 10277 - 97 Street. Built in 1907, the Kingston Powell Buildi... Namayo Avenue (97 Street) was a significant commercial location in Edmonton in...",Kingston Powell Building,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4MzM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwMDY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-259,Buildings,,unknown,": 10277 - 97 Street. Built in 1907, the Kingston Powell Buildi... Namayo Avenue (97 Street) was a significant commercial location in Edmonton in...",Kingston Powell Building - N,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4MzU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwMDc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-260,Buildings,,unknown,": 10277 - 97 Street. Built in 1907, the Kingston Powell Buildi... Namayo Avenue (97 Street) was a significant commercial location in Edmonton in...",Kingston Powell Building - N,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4MzY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwMDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-266,Buildings,,unknown,": 11035 - 97 Street. The Lambton Block was built in 1914 on Na...on Block was built in 1914 on Namayo Avenue, later to become 97 Street. It was ......",Lambton Block,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4NDM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwMTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-277,Historic sites,,unknown,: 9904 - 105 Street. Dr. William MacKay lived on this site fro... MacKay Avenue and MacKay Avenue School commemorate this highly respected citize...,Site of McKay House,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4NTM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwMjg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-302,Historic Sites,,unknown,: 83 Avenue and 104 Street. Dr. Wilbert McIntyre was born on J......,McIntyre Park - Plaques,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4ODI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwNjI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-303,Historic Sites,,unknown,: 83 Avenue and 104 Street. Dr. Wilbert McIntyre was born on J......,McIntyre Park,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4ODM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwNjM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-306,Historic buildings,,unknown,": 10425 - 99 Avenue. McKay Avenue School has played a signific... spelling error in the naming of the street in front of where the school now sta... McKay Avenue remained an operating school until 1983. At that time, the school ...anesque style of architecture, McKay Avenue School embodies the optimism of turn...",McKay Avenue School,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4ODY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwNjY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-307,Historic buildings,,unknown,": 10425 - 99 Avenue. McKay Avenue School has played a signific... spelling error in the naming of the street in front of where the school now sta... McKay Avenue remained an operating school until 1983. At that time, the school ...anesque style of architecture, McKay Avenue School embodies the optimism of turn...",McKay Avenue School,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4ODc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwNjc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-308,Historic buildings,,unknown,": 10425 - 99 Avenue. McKay Avenue School has played a signific... spelling error in the naming of the street in front of where the school now sta... McKay Avenue remained an operating school until 1983. At that time, the school ...anesque style of architecture, McKay Avenue School embodies the optimism of turn...",McKay Avenue School,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk4ODg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwNjg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-318,Buildings,,unknown,": 11217 - 97 Street. Arthur W. Bloomer, an accomplished real e...y here on what was once called Namao Avenue. Not much else is known about him or...",John McNeill Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk5MTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwODA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-319,Buildings,,unknown,": 11217 - 97 Street. Arthur W. Bloomer, an accomplished real e...y here on what was once called Namao Avenue. Not much else is known about him or...",John McNeill Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk5MTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwODE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-333,Historic sites,,unknown,: 10516 - 82 Avenue. In a building acquired for $800 on this s... In 1894 Niblock Street School at 105 Street and 84 Avenue was built to supplan...,South Edmonton's First Public School - Niblock School - Site,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk5NjM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYwOTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-375,Buildings,,unknown,: 100 Street & 102 Avenue. In June 1912 Edmonton’s splendi...,Provincial Court House - Site,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAwNTU=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYxODA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-382,Historic sites,,unknown,": Queen Elizabeth Park Road. In 1907, the City of Strathcona purchased twenty acres of land on this site and named it Riverside Park. The original park extended north from Saskatchewan Avenue to the river, between Main and Niblock Streets (now 104 and 105 streets). Further acquisitions of land expanded the park to seventy-five acres by 1938. The park was considered a showcase of Edmonton’s river valley parks system, and it attracted approximately 1,000 visitors a day during the summer months. It featured boardwalks, a bandshell, picnic areas and a swimming pool which was installed in 1922. In 1912, a fenced in area was built to house two moose. On May 29, 1939, Edmonton City Council changed the name from Riverside Park to Queen Elizabeth Park in honour of the visit by King George VI and Queen Elizabeth on June 2, 1939.",Queen Elizabeth Park,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAwNjI=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYxODg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-387,Historic sites,,unknown,": 10303 Jasper Avenue. Reed’s Bazaar opened on Jasper Avenue i...’s was located in this area of 103rd Street and Jasper Avenue. In 1985, when Ree...",Reed's China and Gift Shop - Site,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAwNjY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYxOTM=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-388,Buildings,,unknown,": 10303 Jasper Avenue. Reed’s Bazaar opened on Jasper Avenue i...’s was located in this area of 103rd Street and Jasper Avenue. In 1985, when Ree...",Reed's China and Gift Shop,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAwNjc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYxOTQ=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-390,Buildings,,unknown,: 9608 - 110 Avenue. This home modestly stands on the corner o...he corner of what was once Kinistino Avenue and Wilson Street. It served Edmonto......,Rehwinkel Parsonage,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAwNjk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYxOTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-391,Buildings,,unknown,: 9608 - 110 Avenue. This home modestly stands on the corner o...he corner of what was once Kinistino Avenue and Wilson Street. It served Edmonto......,Rehwinkel Parsonage - SW,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAwNzA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYxOTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-392,Buildings,,unknown,: 9608 - 110 Avenue. This home modestly stands on the corner o...he corner of what was once Kinistino Avenue and Wilson Street. It served Edmonto......,Rehwinkel Parsonage - W,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAwNzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYxOTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-405,Churches,,unknown,: 10103 - 123 Street. Robertson Presbyterian Church was built ...ongregation from 1913 to 1970 at 117 Street and 102 Avenue (17th Street and Atha...02 Avenue (17th Street and Athabasca Avenue when it opened). The Memorial Hall ...,Robertson - Wesley United Church,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAxODc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyMTE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-439,Churches,,unknown,": 9928 - 110 Street. The beginnings of this church go back to ...h was erected on Groat’s Estate (121 Street at 103 Avenue). In 1883, a third on... Malcolm Groat (121e rue et 103e avenue). En 1833, juste au nord-ouest de l’...",St. Joachim's Church,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAyMzg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyNDc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-440,Churches,,unknown,": 9928 - 110 Street. The beginnings of this church go back to ...h was erected on Groat’s Estate (121 Street at 103 Avenue). In 1883, a third on... Malcolm Groat (121e rue et 103e avenue). En 1833, juste au nord-ouest de l’...",St. Joachim's Church - SE,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAyMzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyNDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-441,Churches,,unknown,": 9928 - 110 Street. The beginnings of this church go back to ...h was erected on Groat’s Estate (121 Street at 103 Avenue). In 1883, a third on... Malcolm Groat (121e rue et 103e avenue). En 1833, juste au nord-ouest de l’...",St. Joachim's Church - NE,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAyNDA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyNDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-449,Buildings,,unknown,: 88 Avenue & 114 Street. University of Alberta. In Novemb...,St. Joseph's College,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAyNTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyNTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-459,Buildings,,unknown,": 10139 - 87 Avenue. Strathcona Community Hall. Strathcona is ...community’s commercial core of Whyte Avenue between 102 and 106 Streets. The sur...s and a commercial district on Whyte Avenue. By 1911, Strathcona had a populatio...pulation of 5579 people and on Whyte Avenue. By 1911, Strathcona hada separate t...",Strathcona Community,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAyNjk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyNjc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-460,Buildings,,unknown,": 10139 - 87 Avenue. Strathcona Community Hall. Strathcona is ...community’s commercial core of Whyte Avenue between 102 and 106 Streets. The sur...s and a commercial district on Whyte Avenue. By 1911, Strathcona had a populatio...pulation of 5579 people and on Whyte Avenue. By 1911, Strathcona hada separate t...",Strathcona Community,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAyNzA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyNjg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-461,Buildings,,unknown,": 10139 - 87 Avenue. Strathcona Community Hall. Strathcona is ...community’s commercial core of Whyte Avenue between 102 and 106 Streets. The sur...s and a commercial district on Whyte Avenue. By 1911, Strathcona had a populatio...pulation of 5579 people and on Whyte Avenue. By 1911, Strathcona hada separate t...",Strathcona Community,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAyNzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYyNjk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-488,Historic sites,,unknown,: 109 Street & 80 Avenue. The Tipton Gyro Park is named in...,Tipton Gyro Park,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAzNTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYzOTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-489,Historic sites,,unknown,: 109 Street & 80 Avenue. The Tipton Gyro Park is named in...,Tipton Gyro Park - Sign,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAzNTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYzOTg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-490,Historic sites,,unknown,: 109 Street & 80 Avenue. The Tipton Gyro Park is named in...,Tipton Gyro Park,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAzNTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjYzOTk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-491,Historic sites,,unknown,: 109 Street & 80 Avenue. The Tipton Gyro Park is named in...,Tipton Gyro Park - Plaque Location,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAzNTk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjY0MDA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-500,Buildings,,unknown,": 10053 Jasper Avenue. In 1910, when Union Bank announced plan... of over 10 banks situated on Jasper Avenue between 100th and 101st streets. To...g of the pre-1914 era left on Jasper Avenue. The Union Bank of Canada opened its...",Union Bank,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTAzNzk=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjY0MDk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-87,Historic buildings,,unknown,: 10603 - 103 Street Charles J. Carter constructed this home i...eir original location at 54 Heiminck Street (10002-107 Avenue) to this spot in 1...,Charles J. Carter Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk0NjA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4MDY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-89,Historic buildings,,unknown,: 10603 - 103 Street Charles J. Carter constructed this home i...eir original location at 54 Heiminck Street (10002-107 Avenue) to this spot in 1...,Charles J. Carter Residence - Front,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk0NjM=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4MDg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-97,Historic buildings,,unknown,,Chenier-Beauchamp Residence,,2006,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk0NzA=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4MTY=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-792-98,Historic buildings,,unknown,,Chenier-Beauchamp Residence,,2002,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NDk0NzE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjU4MTc=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-793-159,Arches,,Gordon Wilkins,": The Grain Arch was erected at the corner of Jasper and McDougall Avenues (100 Street) as part of the celebrations to mark the laying of the cornerstone of the Legislature Building by Governer General Earl Grey on October 1, 1909. There is a streetcar running under the arch.",The Grain Arch,,1909,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI0Mzc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkxMTA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-793-160,Arches,,Gordon Wilkins,": The Chinese Arch was erected on Jasper Avenue as part of the celebrations to mark the laying of the cornerstone of the Legislature Building by Governer General Earl Grey on October 1, 1909. The Arch was constructed of green palms and flowering shrubs and was capped with two pagoda-shaped turrets. In the centre, there was an inscription in Chinese (not translated) and another in English, which read ""Tell King Edward we are his loyal subjects."" There is a streetcar running under the arch.",The Chinese Arch,,1909,https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI0Mzg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkxMTE=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-793-174,Aerial views,,Gordon Wilkins,,83rd Avenue between 103-104 Streets,,[ca. 1909],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI0NTE=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkxMjU=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-793-177,Historic buildings,,Gordon Wilkins,,Y.M.C.A.,: YMCA (Young Men's Christian Association),[ca. 1910],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI0NTQ=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkxMjg=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-793-178,Historic buildings,,Gordon Wilkins,,Knox,: Knox Presbyterian Church,[ca. 1910],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI0NTY=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkxMjk=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-793-179,Historic buildings,,Gordon Wilkins,,Knox United,: Knox Presbyterian Church,[ca. 1910],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI0NTc=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkxMzA=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
EA-793-180,Historic buildings,,Gordon Wilkins,,First Baptist,: First Baptist Church,[ca. 1910],https://archivesphotos.edmonton.ca/Presto/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI0NTg=&pID=MTU3&tSize=MjAw&uSesDM=False&rIdx=MjkxMzI=&rCFU=&aw=Q2l0YXRpb258dmlld0lEXzUwODY3fHZpZXdpdGVtSURfNTA5Mzg=
